userName,content,score,at
Sutiah Haji,setiap aku blanja aku baca arah petunjuk nya dan keteranganya SE cara detail dan saya puas dengan kedatanganya dan pasti bagus barangnya,5,2025-03-27 12:32:42
ismawati 0199,"Knpa ya tiba tiba apknya ga mau keluar gambarnya padahal udah di update, sinyal jg bagus d rumah tp tetep gambarnya ga mau muncul",4,2025-03-27 12:32:17
Hasan Mukhsan,terimakasih pengiriman sangat cepat. semuga sukses selalu. buat Abang kurir sehat selalu dan di lancarkan atas segala urusannya dan di lancarkan rejeki yg barokah amin,5,2025-03-27 12:31:43
Supri Supriyadi,praktis dlm pembelian dan pelayanan pada konsumen nya,5,2025-03-27 12:31:26
Diman Sudirman,mantap lah,5,2025-03-27 12:31:21
WARDAH WARDAH,Suka belanja di shopee,5,2025-03-27 12:28:43
harni harni,sangat memuaskan👍👍,5,2025-03-27 12:28:36
Dede Sulaiman,lebih baik lagi,5,2025-03-27 12:27:07
Anik Rokhani,good,5,2025-03-27 12:27:07
Amir kan,👍,5,2025-03-27 12:27:06
Endang Ginartin,cepat. tepat waktu. ada sebagian barang yg tidak sesuai destinasi,3,2025-03-27 12:26:53
Hasbi Hizbullah,asli bagus,5,2025-03-27 12:26:13
Siti Amar,shope sangat bagus utuk belanja kalo udah sering belanja di shope dijamin gratis ongkhir terus,5,2025-03-27 12:24:12
Yoga Pratama,ongkir terjangkau cuma pengeriman Lemot pake spx..hedehh,3,2025-03-27 12:22:41
arif munawar,makasih shopee sdh banyak promo dan ongkir,5,2025-03-27 12:21:04
Moch Haris,sangat bagus semoga terus makin jaya,5,2025-03-27 12:21:04
Ahmad Robbi,baik,5,2025-03-27 12:20:46
Dewalara19,mudah dan GK ribet belanja disini,4,2025-03-27 12:19:53
Ardita Putri,sangat cocok untuk Aku,5,2025-03-27 12:19:03
akmal Septian,buruk paket kebanyakan ditahan,1,2025-03-27 12:18:38
Supri Yanto,nyaman belanja di shopee tidak perlu kawatir,5,2025-03-27 12:17:34
Gilang Akbar,"Respon lama, pengiriman SPX nya lama Dan uang saya di shopee hangus tidak bisa di tarik atau transfer, parah ini aplikasih",1,2025-03-27 12:16:42
Dani Pkd,bagussss,5,2025-03-27 12:16:37
ahman maman,ok sangat membantuu,5,2025-03-27 12:15:46
Asuardi Oppo,cepat dan sesuai pesanan,5,2025-03-27 12:15:44
Rifki Iki,"brang yg di rekomendasikan,,sangat memuaskan dan biaya Ongkir,,gratis",5,2025-03-27 12:14:11
Sintia Sari,termurah belanja di shopee dari pada di pasaran lebih mahalnya berkali lipat beda sama yang di shopee tapi hati hati juga banyak yang kena tipu takut gak sesuai ekspektasi anda jadi pintar pintar lah memiliih dan membaca komen.,4,2025-03-27 12:13:13
Herlin Surjana,sampainya tepat,5,2025-03-27 12:12:25
Oki Carles,sangat bagus dan baik belanja di shopei,5,2025-03-27 12:12:14
Rizky Nijam Nugraha,"bagus, berguna, sangat",5,2025-03-27 12:12:05
Eko WahyuHidayat,ok,5,2025-03-27 12:11:43
Astam Rozaq,mantap,5,2025-03-27 12:11:19
Agus Rustandi,sering ketipu,5,2025-03-27 12:09:53
Natasya Cahya,amanah barang yg dipesan sesuai dan harganya lebih murah dari toko sebelah. terus bersahabat dengan pelanggan shopee,4,2025-03-27 12:09:02
Radit Yazid,MANTAP,5,2025-03-27 12:08:15
marlisyanto,Asal diinstall lapak ini iklannya berjibun dan bertingkat tutup satu muncul iklan lain dulu sudah di uninstall karena kecewa dg jual beli disini kini karena ada yg di cari install lagi kecewa dg iklan berjibun uninstall lagi dah bye..,1,2025-03-27 12:07:58
Juter Purba,pusat perbelanjaan yg bagus 👍👍👍,5,2025-03-27 12:07:31
Ahmad Naufal,baik ga ada kendala,5,2025-03-27 12:06:38
Aep Samsudin,Bagus ok mantaff,5,2025-03-27 12:06:34
Esa Amalia B,"aplikasi tidak bisa di pakai, setelah masuk dan misalnya sedang mencari barang dalam beberapa detik akan kembali ke tampilan awal shopee yg warna orange, sudah saya hapus trs download lagi apknya tetap saja, padahal sinyal stabil, aplikasi sudah update",5,2025-03-27 12:06:02
Safirah Iftinan Hakima,"barang nya murah meriah semua, semua ada di sini",5,2025-03-27 12:05:01
Masa Depan Cerah,memuaskan !!!,5,2025-03-27 12:04:32
Munadia Husna,aplikasinya the best ever even though it's a bit puffy.,5,2025-03-27 12:03:44
Sherly Laloan,shoopee memuat produk2 yg baik murah berkualitas..ongkinya murah dan aku senang belanja di shopee👍👍👍👍,5,2025-03-27 12:03:10
yati suliyawati,sangat bagus sekali dan diskon,5,2025-03-27 12:02:57
Fatkhur Romadhon,"apaan shopee begini, saya pesan tanggal 21 maret tiba tgl 24 maret,,,, kok di undur tibanya jadi 28 maret.... ini gimanaaa shopee saya cap jelek jelek bangett,,, nggak sesuai sama pembelinya sendiri",1,2025-03-27 12:02:39
Jaynal Ichsan muzaqi Ican,mantap,4,2025-03-27 12:02:26
ADITYA chanel,bagus,5,2025-03-27 12:02:14
Adinda Aulia,"makin meresahkan, tidak bisa untuk motede pembayaran COD",2,2025-03-27 12:01:59
Abdul Muis,Alhamdulillah barang kondisi baik,5,2025-03-27 12:01:54
Nufia Indri,sangat membantu sekali I like shopee,5,2025-03-27 12:01:49
Ridho Lameindo,ok,5,2025-03-27 12:01:12
ahmad labib,Saya suka shoope tapi dulu saya tau ditipu saat memesan.,4,2025-03-27 12:01:10
Kenzy Ws,sangat memuaskan,5,2025-03-27 12:00:53
bulan bintang,1 bintang aja.. saya kecewa .saya pesan barang 13 biji .yang di anter ny ada 9 . sedang kan bayar nya 13 biji... terima kasih,1,2025-03-27 12:00:29
Suhar Yanto,"aplikasi buruk ,pengiriman g tidak jelas,jalan ditempat",1,2025-03-27 12:00:26
Denny Laut,good,5,2025-03-27 12:00:22
Adam Maulana,"Sangat membantu,sukses selalu buat shope, keren...",5,2025-03-27 11:59:38
Amin sarmin Amin,saya suka belanja di Shopie,5,2025-03-27 11:58:35
Mama Sefty68,"suka belanja di shopee tp kadang kecewa dpt toko yg nakal dan tdk jujur...contoh barang yg dtg tdk sesuai dgn gambar,,berat BRG yg yg dtg tdk sesuai...itu aja...smg shopee trs jaya.....👍🙏",5,2025-03-27 11:58:35
Bila Wira,ini aplikasi belanja yang bagus banget promo nya juga banyak tapi tolong pengantar paket nya itu yang lebih amanah terus terkadang juga lumayan lemot mungkin hp saya ya semoga kedepannya Shopee makin bagus ya tapi belanjaan nya sesuai kok ok segitu dulu ya maaf ada kata kata yang menyinggung bye terimakasih,5,2025-03-27 11:58:11
Elis Dahlia,bagus sih aku suka,4,2025-03-27 11:57:26
Nugie Nugroho,mantap 👍🙏,5,2025-03-27 11:57:20
Ferdy Ferdy,Shopee adalah salah satu tempat belanja yang bagus dan terpercaya,5,2025-03-27 11:54:26
Salim Limes,sangat puas pemakaiannya aplikasi ini karena aplikasi gak dengan yg lain....ini bagus,5,2025-03-27 11:52:48
Rasna wati,perbelanjaan yg rekomended,5,2025-03-27 11:51:45
Rohmat Ali,"terpercaya ,fast respons professional... selalu belanja di shopee...terimakasih shopee.",5,2025-03-27 11:50:11
Hendika Trikurnia,bagus,5,2025-03-27 11:49:52
Amelia Putri Angelia (Amelia),keren dan Mantap,5,2025-03-27 11:48:27
Birman gusman,aplikasi perbelanjaan dan keuangan yg mudah.. aku dah pake 5 tahun nan...,5,2025-03-27 11:48:14
Desi Irmayanti,👍baik,5,2025-03-27 11:47:17
Olivia Kadir,lambat pengiriman,2,2025-03-27 11:47:02
Idulmalik Maulana02,"aplikasi bagus, mempermudah smua orang untuk belanja scra online",5,2025-03-27 11:46:40
Ahmad Rizal,"tolong ya pihak yg terkait,kenapa aku,kontak aku di chat terus.. tentang paylater,padahal sudah q bayar lunas itu,aku sudah tidak nyaman lagi pake apk ini,saya ahmad rizal,catet nama saya bila perlu",1,2025-03-27 11:45:58
Siti Alqodriyah,aplikasi belanja yang bagus dan memuaskan,5,2025-03-27 11:45:42
Rocim Castra,membatu belanja jadi cepat,5,2025-03-27 11:45:07
Diaz,tapi kok gk ada jual vave ya atau rorok elektrik,5,2025-03-27 11:44:17
Refika Syallomitha Anggraeni,"tiba tiba gabisa pesen apa apa dan selalu dibatalin otomatis alasannya krn aktifitas tidak wajar, gw sampe berlangganan shopee plus tapi disuru co tanpa voucher, lahh lucu, berlangganan shopee plus tujuannya biar banyak promo tapi malah disuruh co tanpa voucher, tier gold tadinya excited mau ambis co biar naik jd platinum tp adh males krn selalu dibatalin, bahkan ada pesenan yg lg butuh bgt hari itu coba pakai instant eh dibatalin juga, alhasil sekarang pindah ke toko ijo dan mau ambis disana aj",1,2025-03-27 11:43:33
Yurma Lovian,"Bagus, belanja pun jadi mudah,dan murah, pokoknya bagus deh cocok buat orang yang mau ngirit karna barang apapun jadi lebih murah daripada beli ditoko2. makanya aku kasih bintang ⭐⭐⭐⭐⭐ lima karna bagusss, mama ku aja jadi suka belanja online 😊",5,2025-03-27 11:43:08
Amet 031,"tolongl min kalau yang pake shopeeleter pake nomor darurat minimal tanyain dulu apa gimana nomor daruratnya kenal tidak sama si A si B, inimah berkali² ada telepon dari shopee leter atas nama si A apa kenal, tolong perbaiki lagi sistem management",2,2025-03-27 11:42:12
Syauqi Ganteng,murah dan ramah terima kasih voucher nya murah,5,2025-03-27 11:42:07
najwa indah,iklanny ganggu bgt,1,2025-03-27 11:41:42
Masruhan Masruhan,sat set,4,2025-03-27 11:41:16
Wirawan Shu,bagus dan terpercaya,5,2025-03-27 11:40:53
Purwono Nononono,terima kasih udah sampai dengan baik.,5,2025-03-27 11:40:43
Ayief Soetejo89,pelayanan terbaik dan luas jangkauan,4,2025-03-27 11:40:42
arwin supriawan,"Saya menggunakan Sophie untuk belanja online, puas dengan aplikasi Sophie. terima kasih🙏",5,2025-03-27 11:40:01
Depan Nama,"parah pesen food 45 menit gak dapet driver, mentang mentang banyak promo, masih belum recomend shopee untuk foodnya",2,2025-03-27 11:39:39
Budi Ratmiyanto,puas belanja dengan shopee,5,2025-03-27 11:39:23
Azis Kurniawan,sangat sangat memuaskan,5,2025-03-27 11:39:07
fir maufirotul hasanah,baguss,5,2025-03-27 11:38:37
Asep Ganteng,"Tolong untuk jasa ekspedisi ditambah, jangan hanya mengandalkan spx Express saja.",5,2025-03-27 11:38:03
Andika Riza,Joss ah,5,2025-03-27 11:37:58
yop me,"pengalaman belanja online di sini bagus, cuma harus pinter"" beli barang tertentu takut di tipu",5,2025-03-27 11:37:53
Mainbord1 23,"shopee terlalu memihak pembeli, tidak bisa membedakan mana pembeli jujur mana pembeli oknum, karena penjual sangat keberatan sekali setiap ada retur barang, pas di buka tidak sesuai dengan apa yang dikirim, kadang ditukar mesin punya pembeli yang mati sedangkan mesin punya penjual nya di simpan sendiri oleh pembeli kami juga sebagai penjual menemukan isi batu, baju, sayuran dan lain sebagainya saat diterima kembali barangnya Mohon bantuannya dan kerjasamanya untuk menindaklanjuti pembeli oknum",1,2025-03-27 11:37:38
Adliya Radjak,kalo shopee ada iklannya di aplikasi lain kalo mo pegang depe tombol x panti ke masuk di shopee tapi semua barang yang dijual di shopee bagus banget kalian gak bakal ketipu deh,3,2025-03-27 11:37:17
Diana Sandi,sangat-sangat memuaskan,5,2025-03-27 11:37:14
Endi Ahmadi,mantap pisan,5,2025-03-27 11:36:49
Rina marlina,ok Bget ..Pelayanan nya baik Dan Gerak cepat ...Ongkir smua nya hampir gratis Yaa kalo BS seumur hidup Lha..hehehe ..cm Bete nya gak pernah Dpt Hadiah Kejutan seeh dr shopee Neeh apa dr toko nya ..hahaha ..mgkn saya kureng beruntung ..hehehe..btw sukses utk Shope dan Smua ...tetep the best lha ..,5,2025-03-27 11:35:20
Anto Pur,"belanja di shopi enak...mempermudah segalanya,,,egga ribet2 kesana sini.........",5,2025-03-27 11:34:34
thacik Tata,Kenapa banyak iklanya,5,2025-03-27 11:31:11
Den Mas Ansori,"belanja komplit di Shopee tinggal nyiapin duwit nya,, beres",5,2025-03-27 11:29:03
wais alchorni,banyak voucher nya,5,2025-03-27 11:28:48
Faisal Nanda Official,sangat membantu,5,2025-03-27 11:27:54
Gading Septiansyah,sangat baik dah murah,5,2025-03-27 11:27:05
Keisha kamila Mughni,aplkasi nya bagus tapi iklan nya ngeganggu,3,2025-03-27 11:26:37
Efendi Putrarakod,rekomendasi untuk belanja online murah dan terpercaya,5,2025-03-27 11:24:58
mohamad ihsan suryanegara,Terpercaya,5,2025-03-27 11:24:50
Aqila Riyani,sangat membantu sekaliiii,5,2025-03-27 11:24:32
dodi Mulyana,mantap pokoknya boss,5,2025-03-27 11:23:34
Agung Kinasih,oke dan memuaskan,5,2025-03-27 11:23:23
Pvc Paralon,mantap keren amanah,5,2025-03-27 11:22:43
Agung Lesmana,mantap,5,2025-03-27 11:22:34
MelisaSyafarliaSyahanahGeminiLiza3105,"barang sampai dengan aman dan tepat waktu, terimakasih seller🙏🏻",5,2025-03-27 11:22:30
Riky Ardiansz16,aplikasi yg sangat memudahkan saat berbelanja,4,2025-03-27 11:22:08
Oppo A57,"SAYA PESAN DARI SHOPPE, TRUS KURIRNYA DATANG MAGRIB TANPA KONFIRMASI, POSISI SAYA SDG BUKBER, TRUS SAYA MINTA TOLONG TUNGGU SEBENTAR, KURIRNYA GAK MAU, JAWABNYA JUTEK, TRUS SAYA BILANG BESOK PAGI SAYA AMBIL KE GUDANG SAJA KARENA SAYA SUDAH GAK ENAK DENGAR DIA JUTEK, TERNYATA BESOK PAGI2 SAYA DATANG KE GUDANG PAKET SAYA SUDAH DI RETUR TANPA IZIN. SAYA TELPON KURIRNYA DENGAN SANTAINYA DIA BILANG KALAU SUDAH DI RETUR MAU GIMANA LAGI. KECEWA KALI, PAKET UNTUK LEBARAN, KECEWA KECEWA KECEWA!!!!!!!????",1,2025-03-27 11:22:05
Arifin Ilham,bagus,5,2025-03-27 11:20:11
Juan Nur Afifudin,semogaaa sayaaa seringgg mendapatkannn promo dari shopee aminnnnnn,5,2025-03-27 11:20:08
Trezer Babuts,"DenganVIP, Shopee semakin mantul, asuransi, tabungan, semua lengkap. Shopee the best pokoknya 👍.",5,2025-03-27 11:19:01
Hasan Pinem,bagus,5,2025-03-27 11:18:44
Wiwik Handayani,suka sekali belanja disopi selalu puas,5,2025-03-27 11:18:34
Agus Gunawan,bagus dan cepat pengirimannya barang sesuai harganya,5,2025-03-27 11:17:32
DAVINSA CHANEL,👌😉👍,5,2025-03-27 11:14:10
Qila Laute,ok,5,2025-03-27 11:13:52
Winarto Totok,amat baik dlm pelayanan nya,5,2025-03-27 11:12:52
Wong Banten,aplikasinya Bagus dan Sangat membantu,5,2025-03-27 11:12:08
Oka Saputra,"lebih di tingkatkan lg kualitas nya, biar makin mudah dan nyaman berbelanja online 🔥",5,2025-03-27 11:11:40
Tie16,sangat suka,5,2025-03-27 11:11:24
NAI CHANNEL,saya kasih bintang Full,5,2025-03-27 11:11:12
Lani Siti,suka bget sma aplikasi ini..pokonya is the best shopee,5,2025-03-27 11:07:59
ENGGAR ALINGGA,aplikasi nya bagus banget cocok buat yg suka mager keluar rumah 🏠 ada semua produk di shopee pokonya bagus banget 🫶🥰,5,2025-03-27 11:07:43
BABANG KHIN,good,4,2025-03-27 11:07:10
Mama Elssy,baik,5,2025-03-27 11:05:28
Ukon Maulana,shopee bagus buat blnjla online sayang kemurangan nyah ad d toko2 yg sembarangan mmberikan barang yg tdk sesuai pesanan. jgn menganggap sepele sesuatu imbas nyah akan ke diri qt sendiri dan pihak shoppee. sukses trs buat shopee,5,2025-03-27 11:05:09
Rezky Radit,baik,5,2025-03-27 11:04:51
Males Di reset lagi,menarik,5,2025-03-27 11:02:12
Riduan Herman,cukup memuaskan baik pelayanan maupun qualitas.,5,2025-03-27 11:01:38
bunga Bakung,memuaskan,5,2025-03-27 11:01:37
Fi3 Yanti,saya sering belanja dan mudah mencari produk apa ajha,5,2025-03-27 11:01:13
Praz Boemen,bnyak promo diskon dan vocher,5,2025-03-27 11:01:08
Roni Hidayat,mantul banget....,5,2025-03-27 11:00:29
Danz Rdp,pelayanan yg sangat amat buruk cs pun sangat bruk tidak merespon,1,2025-03-27 10:58:42
Dua Darajat,"buka shopee langsung otomatis ke tab live&video bukan ke beranda. seperti dipaksa untuk lihat live video. bahkan setelah keluar aplikasi masih saja keluar suara video yg terus berulang2 tanpa henti. bahkan data dimatikan tetap keluar suaranya. dan kalau beneran kita buka video jadi dobel suara yg kesatu, sama suara video yg kita lihat. sangat mengganggu sekali. maunya apa sih?",1,2025-03-27 10:57:57
Christian Parin,baik,5,2025-03-27 10:56:37
Ramadan Ramlan manurung,aplikasi yg sangat bangus,5,2025-03-27 10:55:42
Asni Br Telambanua,memuaskan,5,2025-03-27 10:53:55
Rezz Ff,sangat penting untuk pesan pesan,5,2025-03-27 10:53:44
Aris Hommy,sangat puas dengan shoope,5,2025-03-27 10:53:28
Nurul Ulva,"Baru kali ini kecewa sama shopee, order pesanan shopeefood kalau udah 13 menit lebih gak dapet driver bisa di batalin nyatanya gak bisa batalin, chat customer servise gak merasa dibantu malah diputer2 kesana kesini. Giliran udah hampir 20 menit baru dapet driver keterangannya gabisa batalin, anehh. Terus harus nunggu 1 jam orang KELAPERAN ??!! 1 jam nunggu resto doang buat dapet driver, terus sampe makanan dateng harus NUNGGU BERAPA JAM ?! Tolong diperbaiki lagi!!!!",1,2025-03-27 10:52:17
Eza Aza,sangat cocok untuk membeli produk,5,2025-03-27 10:50:45
Nurul Badriah,"warnanya cantik, bahan lembut bagus",5,2025-03-27 10:50:26
Sya Sya,tidak mengecewakan.. saya puas,5,2025-03-27 10:50:20
Sikat Aja,Aplikasi yang bagus,5,2025-03-27 10:50:14
reny haryanto,pelayanan bagus amanah dan cepat.. 👍👍👍👍,5,2025-03-27 10:48:35
Nani Kartika sari,"semuanya oke, cuman 1 aplikasinya berat banget hehe, jadi kadang suka keluar sendiri😅",5,2025-03-27 10:48:25
Fifi Nuraeni,Shoope josss gandos,5,2025-03-27 10:48:20
Irfan Azha,shopee ini sangat membantu sekali karena saya bisa membeli barang yg saya inginkan yg tidak ada dijual orang di tempat saya,5,2025-03-27 10:48:03
Yudhi Channel,aplikasi sangat membantu untuk belanja yg di toko biasanya harga 300 disini bisa lebih murah,5,2025-03-27 10:47:06
ANTONIA BO'I BERI,Baik,5,2025-03-27 10:46:40
ismail saja,harga Mura pengiriman cpt,4,2025-03-27 10:44:34
Riski R,nice,5,2025-03-27 10:44:01
Nur aja,Tidak bisa mendownload,1,2025-03-27 10:43:57
Papat Pipit,shopee is the best👍👍👍,5,2025-03-27 10:43:56
Agus Ahmadi,saya sangat puas,5,2025-03-27 10:43:34
Ummu Salamah,good,5,2025-03-27 10:43:02
Anyay Sibaranyay,"terimakasih shopee,sy sangat puas🙏",5,2025-03-27 10:40:42
Ingwie Ingwie,Simudahkan belanja disini dan selalu ada diskon.. Mudah2an tetep menjaga kualitas toko yg ada dishopee,5,2025-03-27 10:40:23
Rahmad Budi Santoso,terkadang tidak sesuai dengan harga setelah barang sampai tujuan rumah,4,2025-03-27 10:39:38
Al Dnnds,ok,5,2025-03-27 10:39:00
M Ikhsan,anjai,1,2025-03-27 10:36:51
Zahra Malika,barang-barang nya baguss sekali,5,2025-03-27 10:36:32
Dewantoro Mardi,proses sangat cepat harga murah,5,2025-03-27 10:35:58
Ibnukhoeru Tsany,mantap pokoknya,5,2025-03-27 10:35:49
faris Ceme,bagua,5,2025-03-27 10:35:43
Hadi Putra,"gausah belanja pakai aplikasi ini, pengiriman lama, ada masalah selesaiinnya susah, game sama koin scam juga. mending aplikasi sebelah. yang kasi bintang 5 juga kebanyakan akun palsu",1,2025-03-27 10:35:32
Fentika apriliana Putri,apik,5,2025-03-27 10:35:19
Meylia Nova,mantap,5,2025-03-27 10:34:23
Bimo Marselino,kadang GK ngerti dengan sistem nya ... penilaian apa yang dijadikan acuan sistem!,3,2025-03-27 10:33:27
Fira itama Itama,bagus,5,2025-03-27 10:33:18
Irwan,daebakkk shopeee,5,2025-03-27 10:32:42
Wulan Syari,baguss,5,2025-03-27 10:31:25
Sheezan Safaluna,ofc shopee selalu bagus💕,5,2025-03-27 10:31:13
Cikailta,Saya suka sekali belanja di shopee gratis ongkir barang jga aman.,5,2025-03-27 10:30:56
erieka septiningrum,bagus bgt buat para kaum mager seperti aku,5,2025-03-27 10:29:18
VIRSY LJM,top markotop,5,2025-03-27 10:29:02
MUH. LABASLI RAHMAT.S,saran jangan pake aplikasi ini . lama dan estimasi tiba akan berubah . walaupun pake pengiriman cepatpun bisa 1 sampai 2 Minggu. gila,1,2025-03-27 10:27:45
Iin Narnianty,"Belanja murah, g ribet, proses cepat,setiap pengiriman tepat waktu,barang yang saya terima sesuai pesanan saya.Shopee i like 😍😍😍",5,2025-03-27 10:27:35
Fardila Dila,kualitas baik banyak promo di murahkan lagi harga nya,5,2025-03-27 10:26:12
Zheyca pradania octavany Octavany,bagussss bangetttt,5,2025-03-27 10:25:33
Selfi Anti,bagus ada voucer nya jadi bisa belanja pake voucer untuk belanja ga pakai ongkir,5,2025-03-27 10:25:24
Muhammad Room,sangat membantu dan puas belanja di sini 👍,5,2025-03-27 10:25:11
Deddy Syaeful,"sampai saat ini semua pesanan yg di pesan sesuai dengan gambar, dan deskripsi. semua sesuai fungsinya. semoga di shopee ga ada yg dirugikan.🙏🙏",5,2025-03-27 10:25:02
khotib rezpector,aplikasi berguna sekali...👍🏻,5,2025-03-27 10:24:31
Nadi MV.,jika saya menggunakan gratis ongkir kok masih ada biaya ongkir?kenpa cuma potongan saja?,5,2025-03-27 10:24:28
Rona Festhia,"membantu sekali,buat kami yg jauh dari kota, terimakasih",5,2025-03-27 10:23:19
Rizal Lakuanine,sangat sangat kerenn,5,2025-03-27 10:22:28
Khurin Khurina,belanja lebih hemat murah bahan sesuai,5,2025-03-27 10:22:23
Yanti Sofi,Bagus tidak mengecewakan,5,2025-03-27 10:21:05
Firjha Idris,barang nya sesuai,5,2025-03-27 10:18:12
Susetio Pangambudi (Tio),apknya bagus banget,5,2025-03-27 10:14:05
ojol ku,"transaksi lancar, jadi pengen transaksi lagi🔁",5,2025-03-27 10:12:41
Ruhayati,shopee keren,5,2025-03-27 10:11:00
Nining yuningsih,senang belanja di shopee tapi kalau tokonya amanah,5,2025-03-27 10:09:39
Diaz,"entah kenapa shopee sekarang ini malah sering crash dan force close padahal spek ponselku memadai. entah karena jaringan atau ada hal lain, tapi tolong untuk diperbaiki agar lebih nyaman lagi 🙏🙏",1,2025-03-27 10:08:23
Aat Adliani,sangat bagus dan sangat mudah berbelnja,5,2025-03-27 10:07:39
Suryanto Tiyas,banyak diskonya,5,2025-03-27 10:07:07
Teguh S.W,"Aplikasi shopee sdh bagus keaman'nya dan pertahankan keamanan, pelayanan'nya dan pengiriman'nya👍👍",5,2025-03-27 10:02:54
hairul Fahri98,mantap,5,2025-03-27 10:02:35
Rama Wiguna,aplikasi yang sangat membantu untuk membeli barang maupun makanan yang diinginkan,5,2025-03-27 10:01:41
anis 08,"puas sihh.. dengan aplikasi ini kita lebih fleksibel untuk belanja dan jualan, dan aku juga sudah jadi member gold",5,2025-03-27 10:01:25
Alri Dani,ok,5,2025-03-27 09:58:59
Slamet Supriyadi,.belanja Lebih mudah dan hemat,5,2025-03-27 09:58:43
Tomi Tomi,jelek jelek jelek jelek jelek jelek jelek jelek,1,2025-03-27 09:58:32
IRMA A,sangat bagus,5,2025-03-27 09:57:20
Aisyah Syarishatananda,apk nya kenapa jadi lemot ya sekarang 😭,3,2025-03-27 09:57:16
Septian Tian,good job,4,2025-03-27 09:54:18
meisya nadhifa2,banyak scam,1,2025-03-27 09:54:00
Man OOn,Memudahkan dalam pembelian segala jenis kebutuhan yang diinginkan dan sat set gitulah,5,2025-03-27 09:51:59
Sucikaila sucikaila,sangat membantu,4,2025-03-27 09:50:45
Mboh Gaero,bagus sekali sesuai,5,2025-03-27 09:50:44
Ketut Raja,"mantap pokonya banyakin promonya, apalgi gratis ongkir klau bisa gratis ongkir seumur hidup",5,2025-03-27 09:50:08
Ismail Marzuki,saya sangat sering berbelanja di aplikasi ini karena banyak diskon nya,5,2025-03-27 09:47:45
Jauhari Ari,sangat bagus,5,2025-03-27 09:47:40
zainal baron,ok,5,2025-03-27 09:46:21
Roy Jones,Hapus ekspedisi si cepat halu dari pengiriman paket,5,2025-03-27 09:46:07
Sumar Yono,bagus kali cepat dan ramah pelayanan,5,2025-03-27 09:45:50
Suryani Hadi,"shopee aplikasi belanja yang sangat baik, kecepatan jasa kirim nya juga baik,",5,2025-03-27 09:45:20
sur yanto,semoga shopee semakin bagus dan baik dalam pelayanannya,5,2025-03-27 09:43:57
Marsya Pamungkas,Bagus banget dan murah 👍👍,5,2025-03-27 09:43:13
asep supriadi,cukup bagus pelayanannya,5,2025-03-27 09:42:58
Anjar,sejak 2010 selalu pake shopee selain harga nya murah dan terjangkau dan pelayanan nya mantaapp shopee the best!!!!,5,2025-03-27 09:42:57
Trio Trio,jos,5,2025-03-27 09:42:04
Ratu Tiu,pokoknya mantap laa,5,2025-03-27 09:40:58
Fera Purnamasari,sangat memuaskan,5,2025-03-27 09:40:23
aris budijanto,amaaaaaan,5,2025-03-27 09:40:20
Ananda Putri,shopee ga jelas banget masak aku udh nonton live koin nya ga masuk ke tabungan 👎 padahal udh update shopee sama hapus chace tetep ga bisa udh gw uninstall aja nih shopee makin ke sini makin👎,1,2025-03-27 09:39:10
Kenz Epic,"ini aplikasi emg bener TOP 1 aplikasi belanja online soalnya barang"" murah tapi kualitas ga murahan,sama ongkir juga ga pelit, pengiriman cepat, Diskon dikasih terus tapi tolong untuk pihak shopee, obat-obatan, minuman, suplemen yg palsu di hapus aja soalnya bahaya untuk kesehatan tubuh.terus di produk palsu nya banyak bot,akun palsu yang pura-pura komen positif di ulasan produk nya padahal itu akunnya sendiri.",5,2025-03-27 09:39:06
Aisyah Almuslim,tingkatkan terus kualitas n kuantitasnya,5,2025-03-27 09:37:43
isnaini NABILL,"Suka bgtt karna sering dpt gratis ongkir dan voucher belanja alhasil barang yang harganya belasan sampai puluhan ribu jadi cuma duaribuan bahkan ga nyampe dia ribu, dan di Shopee barang nya lengkap + murah murah bgt, klo ad barang yng belum sampai bisa dapat voucher belanja 10k sukaaaaa bgtttt sama Shopee ❤❤❤❤",5,2025-03-27 09:36:52
Jenly Sumuan,mantap,4,2025-03-27 09:36:15
Sasa Sila,Shopee sangat membantu dalam berbelanja online.. selalu dapat gratis ongkir,5,2025-03-27 09:33:41
Diman Ice cool,barang n pelayanan slalu aman,5,2025-03-27 09:32:31
Revan Revano,kebanyakan notif hoax !!!!!!,1,2025-03-27 09:32:13
TEJO,baguss,5,2025-03-27 09:29:28
Hada Bass,GG banget aplikasi the best aman dan terpercaya murah lagi,5,2025-03-27 09:28:32
Muhamad Riyanto,sanggat mentenangkan blanja di shopee diskon dan gratis ongkir,5,2025-03-27 09:28:05
Yuli Anggraini,"Alhamdulillah, toko Oren serba ada terlengkap, sll memberikan diskon gratis ongkir keseluruh daerah. PNY kebijakan yg bagus, klo ada toko yg TDK amanah kita bisa langsung laporkan/ajukan pengembalian barang. Alhamdulillah syg prnh ngalamin barang TDK sesuai dan selang beberapa hari diproses dan dana/uang kita dikembalikan. terima kasih shopee.",5,2025-03-27 09:26:36
jimmy oppenhaimer,"aplikasi shoping online barang murah, gratis ongkir dan berkualitas",5,2025-03-27 09:20:00
Atdri Atdri,berhasi,5,2025-03-27 09:19:13
Zae Nuddin,sayang yang di jual ngak lengkap,5,2025-03-27 09:19:11
MFadli Az,tepat Waktu Dan Memuaskan,5,2025-03-27 09:17:07
Nurul Indah,apk belanja yg murah meriahhhh,5,2025-03-27 09:13:47
